pl_name,sy_snum,sy_pnum,discoverymethod,disc_year,pl_orbper,pl_rade,pl_radj,pl_bmasse,pl_eqt,st_rad,st_mass,st_logg,sy_dist,st_rotp
Kepler-1127 b,1,1,Transit,2016,5.12330347,1.96,0.321,4.5,957,0.95,0.97,4.47,842.459,
Kepler-1128 b,1,1,Transit,2016,61.6178167,3.65,0.774,12.9,413,0.91,0.94,4.5,1083.41,
Kepler-1129 b,1,2,Transit,2016,24.3397804,2.96,0.149,9.06,721,1,1,4.44,1183.88,
Kepler-1129 c,1,2,Transit,2016,76.5369586,2.73,0.11,7.9,797,1,1,4.44,1183.88,
Kepler-1130 b,2,1,Transit,2016,5.45298175,0.8,0.09,0.437,678,0.81,0.9,4.57,249.343,
Kepler-1131 b,1,1,Transit,2016,3.53232449,1.59,0.136,3.15,1131,1.04,1.03,4.42,1030.7,
Kepler-1132 b,1,1,Transit,2016,62.8916228,2.35,0.188,6.12,624,0.83,0.87,4.55,867.931,
Kepler-1133 b,1,1,Transit,2016,11.55562343,1.97,0.131,4.54,728,0.9,0.93,4.5,753.135,
Kepler-1134 b,1,1,Transit,2016,17.13263989,2.64,0.207,7.46,538,0.81,0.84,4.56,944.445,
Kepler-1135 b,1,1,Transit,2016,76.957857,1.85,0.19,4.08,1682,0.94,0.96,4.47,1314.64,
Kepler-1136 b,1,1,Transit,2016,2.36172433,1.64,0.166,3.33,650,0.68,0.72,4.63,491.406,
Kepler-1137 b,1,1,Transit,2016,23.9210791,2.2,0.158,5.48,400,1.84,1.5,4.08,921.778,
Kepler-1138 b,1,1,Transit,2016,3.17060005,1.7,0.376,3.53,540,0.92,0.95,4.49,872.328,
Kepler-1139 b,1,1,Transit,2016,0.81316672,1.19,0.144,1.81,436,0.91,0.94,4.5,495.156,
Kepler-1140 b,1,1,Transit,2016,24.0862707,2.77,0.353,8.1,306,0.73,0.76,4.61,656.48,
Kepler-1141 b,1,1,Transit,2016,2.34451194,0.82,0.271,0.477,348,1.07,1.01,4.38,393.642,
Kepler-1142 b,1,1,Transit,2016,18.3027248,1.47,0.135,2.76,821,0.96,0.97,4.46,1273.51,
Kepler-1143 b,1,2,Transit,2016,2.88890485,1.67,0.133,3.43,801,0.77,0.81,4.58,555.189,
Kepler-1143 c,1,2,Transit,2016,210.630591,3.6,0.126,12.6,874,0.77,0.81,4.58,555.189,
Kepler-1144 b,1,1,Transit,2016,17.14647302,1.99,0.274,4.62,415,0.96,0.98,4.47,1140.57,
Kepler-1145 b,1,1,Transit,2016,3.97076766,1.4,0.262,2.54,443,0.75,0.79,4.59,691.961,
Kepler-1146 b,1,1,Transit,2016,2.3522658,1.23,0.198,2.04,535,0.7,0.74,4.62,703.038,
Kepler-1147 b,1,1,Transit,2016,10.62784997,2.61,0.148,7.32,924,1.14,1.09,4.36,1657.36,
Kepler-1148 b,1,1,Transit,2016,1.10446351,1.69,0.119,3.5,564,0.77,0.81,4.58,625.692,
Kepler-1149 b,1,1,Transit,2016,3.73089898,1.44,0.106,2.67,409,1.01,1.02,4.43,1217.73,
Kepler-1150 b,2,1,Transit,2016,2.78786839,1.02,0.96,1.04,1251,0.72,0.76,4.61,358.518,
Kepler-1151 b,1,1,Transit,2016,65.6478424,2.22,0.112,5.56,1131,0.85,0.88,4.53,682.436,
Kepler-1152 b,1,1,Transit,2016,1.64680191,0.87,0.329,0.59,876,0.53,0.55,4.73,215.233,
Kepler-1153 b,1,1,Transit,2016,1.75583533,1.73,0.249,3.64,734,0.88,0.91,4.52,1119.49,
Kepler-1154 b,1,2,Transit,2016,5.1856142,2.34,0.278,6.08,544,1.43,1.26,4.23,1460.1,
Kepler-1154 c,1,2,Transit,2016,8.45808312,2.36,0.325,6.17,,1.43,1.26,4.23,1460.1,
Kepler-1155 b,1,1,Transit,2016,33.469743,2.03,0.107,4.78,928,1.03,1.03,4.43,1128.72,
Kepler-1156 b,1,1,Transit,2016,11.89520511,1.32,0.139,2.3,787,1,1,4.44,691.331,
Kepler-1157 b,1,1,Transit,2016,4.45743164,1.09,0.284,1.32,608,0.71,0.76,4.62,342.144,
Kepler-1158 b,1,1,Transit,2016,13.5396293,2.34,0.203,6.08,321,1.95,1.41,4.01,1484.25,
Kepler-1159 b,1,1,Transit,2016,22.70816791,2.37,0.19,6.21,485,1.28,1.19,4.3,1213.71,
Kepler-1160 b,1,1,Transit,2016,7.97034958,2.14,0.083,5.22,525,0.89,0.92,4.51,1077.63,
Kepler-1161 b,1,1,Transit,2016,10.71252541,2.13,0.118,5.18,783,0.57,0.59,4.7,547.726,
Kepler-1162 b,1,1,Transit,2016,32.5637069,2.21,0.075,5.52,630,0.84,0.89,4.54,940.211,
Kepler-1163 b,1,1,Transit,2016,6.11786898,1.03,0.119,1.08,967,1.35,1.22,4.26,478.647,
Kepler-1164 b,1,1,Transit,2016,3.97599768,1.12,0.165,1.46,667,0.79,0.85,4.57,431.622,
Kepler-1165 b,1,1,Transit,2016,9.478522,1.55,0.273,3.02,639,1.18,1.13,4.34,1575.2,
Kepler-1166 b,1,1,Transit,2016,33.2406882,1.69,0.186,3.5,544,0.86,0.9,4.53,634.906,
Kepler-1167 b,1,1,Transit,2016,1.00393374,1.71,0.3,3.57,537,0.75,0.79,4.6,820.905,
Kepler-1168 b,1,1,Transit,2016,55.8226539,2.5,0.15,6.8,903,0.82,0.87,4.56,752.666,
Kepler-1169 b,1,1,Transit,2016,6.11009134,0.94,0.105,0.779,322,1.23,1.24,4.35,522.823,10
Kepler-1170 b,1,1,Transit,2016,9.98969327,2.41,0.755,6.39,346,0.76,0.8,4.58,1050.45,
Kepler-1171 b,1,1,Transit,2016,1.44259224,2.56,1.108,7.08,388,1.95,1.58,4.05,573,
Kepler-1172 b,1,1,Transit,2016,26.0204423,3.2,0.105,10.3,1066,0.89,0.92,4.51,1306.53,
Kepler-1173 b,1,1,Transit,2016,0.7698536,0.89,0.852,0.64,380,0.82,0.86,4.55,377.06,
Kepler-1174 b,1,1,Transit,2016,6.89225223,1.59,0.156,3.15,967,1.04,1.04,4.42,1408.75,
Kepler-1175 b,1,1,Transit,2016,37.94563,2.99,0.871,9.22,2336,0.86,0.9,4.53,1121.89,
Kepler-1176 b,1,1,Transit,2016,24.1738579,2.45,0.272,6.57,1351,1.02,1.01,4.42,864.699,
Kepler-1177 b,1,1,Transit,2016,106.247547,1.9,0.63,4.27,342,0.97,0.98,4.46,1299.97,
Kepler-1178 b,1,1,Transit,2016,31.80634,1.07,0.249,1.24,551,0.75,0.8,4.59,482.287,
Kepler-1179 b,1,1,Transit,2016,2.68505749,1.32,0.213,2.3,326,0.81,0.84,4.56,415.205,
Kepler-1180 b,1,1,Transit,2016,16.8601286,1.99,0.515,4.62,1437,1.14,1.09,4.36,1596.8,
Kepler-1181 b,1,1,Transit,2016,4.89337519,1.57,0.223,3.09,391,1.3,1.17,4.27,938.417,
Kepler-1182 b,1,1,Transit,2016,11.17394617,2.41,0.154,6.39,1374,1.05,1.04,4.41,1545.39,
Kepler-1183 b,1,1,Transit,2016,28.5057189,2.82,0.141,8.35,1676,0.99,1,4.45,1919.19,
Kepler-1184 b,1,1,Transit,2016,53.5991044,2.68,0.316,7.65,438,1.07,1.05,4.41,1157.84,
Kepler-1185 b,1,1,Transit,2016,104.3518976,1.33,0.081,2.33,1343,0.87,0.96,4.54,459.273,
Kepler-1186 b,1,1,Transit,2016,16.07677615,2.23,0.217,5.6,787,0.93,0.95,4.49,1337.25,
Kepler-1187 b,1,1,Transit,2016,18.87064068,2.61,0.426,7.32,450,1.09,1.06,4.39,1020.53,
Kepler-1188 b,1,1,Transit,2016,17.1369543,2.08,0.13,4.98,1549,1.06,1.04,4.4,1717.48,
Kepler-1189 b,1,1,Transit,2016,3.78858982,1.77,0.187,3.78,817,1.16,1.11,4.36,782.852,
Kepler-1190 b,1,1,Transit,2016,10.45843441,1.33,0.261,2.33,621,0.72,0.76,4.62,342.509,
Kepler-1191 b,1,1,Transit,2016,5.60014851,1.51,0.226,2.89,458,0.81,0.85,4.56,955.536,
Kepler-1192 b,1,1,Transit,2016,25.2034787,2.36,0.146,6.17,1484,0.83,0.86,4.55,1304.19,
Kepler-1193 b,1,1,Transit,2016,2.83265213,1.32,0.147,2.3,1167,1.21,1.08,4.31,802.116,
Kepler-1194 b,1,1,Transit,2016,16.22371307,1.51,0.099,2.89,2537,0.92,0.94,4.49,757.382,
Kepler-1195 b,1,1,Transit,2016,8.49642241,2.08,0.12,4.98,1681,0.71,0.74,4.61,918.566,
Kepler-1196 b,1,1,Transit,2016,66.1849031,2.23,0.309,5.6,330,0.97,0.98,4.46,922.333,
Kepler-1197 b,1,1,Transit,2016,2.03231845,1.25,0.169,2.1,955,0.72,0.78,4.62,486.94,
Kepler-1198 b,1,1,Transit,2016,7.6847716,1.47,0.227,2.76,384,0.9,0.93,4.5,743.03,
Kepler-1199 b,1,1,Transit,2016,15.0447198,1.15,0.28,1.6,166,1.17,0.94,4.27,563.493,
Kepler-1200 b,1,1,Transit,2016,1.11854972,1.06,0.105,1.2,1800,0.7,0.74,4.63,588.715,
Kepler-1201 b,1,1,Transit,2016,15.18725932,2.29,0.252,5.86,346,1.24,1.15,4.32,944.241,
Kepler-1202 b,1,1,Transit,2016,28.6851324,2.94,0.241,8.96,301,1.04,1.03,4.42,1175.38,
Kepler-1203 b,1,1,Transit,2016,0.58800076,1.06,0.202,1.2,561,0.61,0.64,4.67,317.022,
Kepler-1204 b,1,1,Transit,2016,85.7350285,3.05,0.263,9.53,454,1.03,1.03,4.42,1175.22,
Kepler-1205 b,1,1,Transit,2016,1.07839035,1.41,0.343,2.57,657,0.81,0.84,4.56,698.485,
Kepler-1206 b,1,1,Transit,2016,1.21699766,1.64,0.134,3.33,1140,0.75,0.8,4.6,762.019,
Kepler-1207 b,1,1,Transit,2016,13.68237119,1.62,0.134,3.26,838,1.06,1.06,4.41,1754.19,
Kepler-1208 b,1,1,Transit,2016,11.08507637,2.32,0.222,5.99,266,0.76,0.8,4.59,825.176,
Kepler-1209 b,1,1,Transit,2016,25.369116,1.51,0.103,2.89,1048,1.38,1.23,4.24,505.531,
Kepler-1210 b,1,1,Transit,2016,8.07124073,1.7,0.068,3.53,1160,0.92,0.94,4.49,1176.53,
Kepler-1211 b,1,1,Transit,2016,11.01816836,2.55,0.058,7.04,1287,0.94,0.96,4.48,1826.53,
Kepler-1212 b,1,1,Transit,2016,12.94130146,2.14,0.078,5.22,1010,1.15,1.1,4.36,1316.57,
Kepler-1213 b,1,1,Transit,2016,5.34982412,1.19,0.068,1.81,1065,1.21,1.14,4.33,807.812,
Kepler-1214 b,1,1,Transit,2016,18.82634264,2.36,0.242,6.17,1774,0.8,0.85,4.57,729.227,
Kepler-1215 b,1,1,Transit,2016,4.76703963,1.22,0.159,1.98,269,0.93,0.95,4.48,661.022,
Kepler-1216 b,1,1,Transit,2016,4.37034536,1.39,0.241,2.51,274,0.98,0.99,4.46,1258.36,
Kepler-1217 b,1,1,Transit,2016,2.03232507,1.99,0.279,4.62,671,1.08,1.06,4.4,1347.71,
Kepler-1218 b,1,1,Transit,2016,22.9221266,1.44,0.08,2.67,3186,1.1,1.06,4.38,840.503,
Kepler-1219 b,1,1,Transit,2016,16.10467749,2.12,0.236,5.14,350,1.94,1.25,3.97,880.895,
Kepler-1220 b,1,1,Transit,2016,7.42693741,1.52,0.229,2.92,286,0.99,1,4.45,961.907,
Kepler-1221 b,1,1,Transit,2016,12.00096042,1.88,0.186,4.19,614,0.82,0.87,4.55,913.65,26.43
Kepler-1222 b,1,1,Transit,2016,1.91694425,0.79,0.2,0.418,286,0.8,0.84,4.56,415.218,26.43
Kepler-1223 b,1,1,Transit,2016,16.301259,1.22,0.269,1.98,348,0.75,0.8,4.6,459.957,
Kepler-1224 b,1,1,Transit,2016,13.32351601,1.33,0.237,2.33,722,1.22,1.18,4.34,559.598,
Kepler-1225 b,1,1,Transit,2016,7.01075434,1.82,0.22,3.97,268,1.19,1.13,4.34,1347.52,
Kepler-1226 b,1,1,Transit,2016,17.2923453,1.45,0.103,2.7,926,1.02,1.02,4.43,1125.72,
Kepler-1227 b,1,1,Transit,2016,94.2887577,2.29,0.259,5.86,288,0.95,0.97,4.47,623.706,
Kepler-1228 b,1,1,Transit,2016,0.57736958,1.54,0.144,2.99,959,0.74,0.78,4.59,515.453,
Kepler-1229 b,1,1,Transit,2016,86.828989,1.4,0.175,2.54,797,0.51,0.54,4.75,265.482,
Kepler-1230 b,1,1,Transit,2016,9.95661537,2.71,0.136,7.8,1287,1.08,1.06,4.4,1364.22,
Kepler-1231 b,1,1,Transit,2016,10.41725184,1.42,0.061,2.6,1019,1,1.01,4.44,987.237,
Kepler-1232 b,1,1,Transit,2016,26.7839183,1.93,0.064,4.38,1609,0.89,0.92,4.51,632.865,
Kepler-1233 b,1,1,Transit,2016,45.1263042,2.6,0.205,7.27,867,1.25,1.16,4.3,1178.7,
Kepler-1234 b,1,1,Transit,2016,11.94014029,2.81,0.227,8.3,588,0.76,0.8,4.59,916.749,
Kepler-1235 b,1,1,Transit,2016,4.16055856,0.79,0.079,0.418,1269,0.9,0.93,4.5,540.604,
Kepler-1236 b,1,1,Transit,2016,31.0571618,2.14,0.097,5.22,1682,0.82,0.86,4.55,999.64,
Kepler-1237 b,1,1,Transit,2016,84.5733226,2.86,0.317,8.55,554,0.9,0.94,4.5,1064.31,
Kepler-1238 b,1,1,Transit,2016,4.14787559,1.93,0.067,4.38,1134,1.48,1.3,4.21,1632.13,
Kepler-1239 b,1,1,Transit,2016,5.19104016,2.9,0.131,8.75,635,1.57,1.4,4.2,2140.6,
Kepler-1240 b,1,1,Transit,2016,4.8663815,1.15,0.106,1.6,1234,0.96,0.98,4.47,862.186,
Kepler-1241 b,1,1,Transit,2016,18.5525701,2.63,0.07,7.41,1871,0.8,0.84,4.56,968.722,
Kepler-1242 b,1,1,Transit,2016,13.62798432,2.26,0.244,5.73,330,0.74,0.77,4.6,687.615,
Kepler-1243 b,1,1,Transit,2016,16.8320729,1.75,0.116,3.71,729,0.94,0.96,4.48,758.17,
Kepler-1244 b,1,1,Transit,2016,3.70428172,1.35,0.15,2.39,1222,1.77,1.46,4.1,1075.81,
Kepler-1245 b,1,2,Transit,2016,4.35409304,1.44,0.118,2.67,1546,0.83,0.86,4.55,805.936,
Kepler-1245 c,1,2,Transit,2016,2.93658468,1.44,0.2,2.67,779,0.83,0.86,4.55,805.936,
Kepler-1246 b,1,1,Transit,2016,11.32271513,1.36,0.13,2.42,969,0.69,0.73,4.63,436.505,
Kepler-1247 b,1,1,Transit,2016,13.71220213,2.33,0.095,6.04,836,0.82,0.86,4.55,1045.92,
Kepler-1248 b,1,1,Transit,2016,7.46725407,1.18,0.136,1.76,1476,1.21,1.21,4.36,593.026,
Kepler-1249 b,1,1,Transit,2016,24.3347127,2.38,0.084,6.26,1293,1.28,1.19,4.29,1904.54,
Kepler-1250 b,1,1,Transit,2016,2.60754383,1.92,0.107,4.35,1379,0.98,0.99,4.46,2126.85,
Kepler-1251 b,1,1,Transit,2016,45.0904643,1.84,0.115,4.04,1003,0.89,0.92,4.51,902.204,
Kepler-1252 b,1,1,Transit,2016,15.0540329,1.67,0.117,3.43,1312,1.09,1.06,4.38,648.979,
Kepler-1253 b,1,1,Transit,2016,68.8861915,1.33,0.093,2.33,1059,1.1,0.97,4.33,514.524,
Kepler-1254 b,1,3,Transit,2016,9.99113313,1.55,0.101,3.02,1125,0.75,0.78,4.59,622.818,
Kepler-1254 c,1,3,Transit,2016,3.60084276,1.3,0.093,2.24,1700,0.75,0.78,4.59,622.818,
Kepler-1254 d,1,3,Transit,2016,5.72717226,1.31,0.075,2.27,1139,0.75,0.78,4.59,622.818,
Kepler-1255 b,1,1,Transit,2016,36.2919336,2.32,0.189,5.99,500,1.12,1.08,4.37,1617.07,
Kepler-1256 b,1,1,Transit,2016,12.4127754,1.49,0.17,2.83,418,1.36,1.17,4.23,891.192,
Kepler-1257 b,1,1,Transit,2016,2.66831376,1.52,0.188,2.92,733,0.87,0.9,4.52,1105.95,
Kepler-1258 b,1,1,Transit,2016,0.98494017,0.86,0.071,0.566,1108,0.99,0.99,4.45,717.555,
Kepler-1259 b,1,1,Transit,2016,0.66308526,1.43,0.133,2.63,354,0.77,0.8,4.58,805.562,
Kepler-1260 b,1,1,Transit,2016,19.1187753,1.77,0.054,3.78,788,1.08,1.06,4.39,1734.43,
Kepler-1261 b,1,1,Transit,2016,48.4308991,2.26,0.144,5.73,886,0.77,0.82,4.58,744.294,
Kepler-1262 b,1,1,Transit,2016,8.67900242,1.82,0.16,3.97,1064,0.98,0.99,4.45,1054.87,
Kepler-1263 b,1,1,Transit,2016,4.55139967,1.14,0.136,1.55,1013,0.8,0.84,4.56,664.83,
Kepler-1264 b,1,1,Transit,2016,0.96852602,1.18,0.119,1.76,981,0.98,0.99,4.45,801.993,
Kepler-1265 b,1,1,Transit,2016,6.49441289,1.35,0.068,2.39,925,0.69,0.71,4.63,583.641,
Kepler-1266 b,1,1,Transit,2016,28.474748,2.58,0.097,7.18,2102,0.76,0.8,4.59,849.312,
Kepler-1267 b,1,1,Transit,2016,13.0313945,3.01,0.212,9.32,447,1.2,1.15,4.33,1379.43,
Kepler-1268 b,1,1,Transit,2016,40.9903986,2.03,0.304,4.78,275,1.09,1.06,4.38,1840.77,
Kepler-1269 b,1,1,Transit,2016,37.3331536,1.63,0.102,3.29,1020,1.15,1.1,4.36,1097.23,
Kepler-1270 b,1,1,Transit,2016,6.03356196,3.32,0.113,11,892,3.38,1.28,3.49,1095.05,
Kepler-1271 b,1,1,Transit,2016,3.0255955,1.48,0.137,2.79,1202,1.23,1.13,4.31,831.991,
Kepler-1272 b,1,1,Transit,2016,51.1309704,2.37,0.283,6.21,260,1.09,1.06,4.39,1206.37,
Kepler-1273 b,1,1,Transit,2016,28.625653,2.49,0.095,6.76,1360,0.91,0.94,4.5,1114.24,
Kepler-1274 b,1,1,Transit,2016,6.98152703,1.42,0.11,2.6,980,2.17,1.45,3.93,614.648,
Kepler-1275 b,1,1,Transit,2016,3.65691115,1.48,0.17,2.79,471,1.36,1.23,4.26,1153.98,
Kepler-1276 b,1,1,Transit,2016,12.5720095,1.19,0.095,1.81,1497,1.21,1.14,4.33,538.481,
Kepler-1277 b,1,1,Transit,2016,40.8365012,1.6,0.085,3.19,1236,0.92,0.94,4.49,557.193,
Kepler-1278 b,1,1,Transit,2016,3.23941344,1.01,0.145,1.01,407,1.16,1.11,4.35,889.426,
Kepler-1279 b,1,1,Transit,2016,23.4774101,1.75,0.754,3.71,,1.33,1.21,4.26,1494.22,
Kepler-1280 b,1,1,Transit,2016,66.5579057,1.87,0.153,4.16,1134,1.32,1.2,4.28,1486.7,
Kepler-1281 b,1,1,Transit,2016,3.11602791,1.64,0.335,3.33,771,0.83,0.87,4.55,1090,
Kepler-1282 b,1,1,Transit,2016,2.13194651,1.55,,3.02,,0.89,0.92,4.51,1103.29,
Kepler-1283 b,1,1,Transit,2016,12.9460978,1.91,0.279,4.31,209,1.25,1.16,4.31,2921.99,
Kepler-1284 b,1,1,Transit,2016,0.66407381,1.21,0.073,1.92,1507,0.79,0.84,4.57,882.324,
Kepler-1285 b,1,1,Transit,2016,14.7967458,0.97,0.12,0.871,1159,1.28,1.2,4.3,422.269,
Kepler-1286 b,1,1,Transit,2016,11.25402929,2.15,0.115,5.27,1522,0.98,1,4.45,1354.46,
Kepler-1287 b,1,1,Transit,2016,11.47685909,1.54,0.126,2.99,2023,0.94,0.96,4.48,1003.26,
Kepler-1288 b,1,1,Transit,2016,2.76122421,1.12,0.096,1.46,528,1.29,1.2,4.29,814.078,
Kepler-1289 b,1,1,Transit,2016,7.99019627,1.52,0.185,2.92,324,1.17,1.1,4.35,1053.57,
Kepler-1290 b,1,1,Transit,2016,4.69500134,1.42,0.082,2.6,913,0.93,0.95,4.49,1593.7,
Kepler-1291 b,1,1,Transit,2016,8.63043276,1.66,0.154,3.39,612,0.8,0.84,4.56,897.352,
Kepler-1292 b,1,1,Transit,2016,3.27646405,1.82,0.198,3.97,429,0.93,0.95,4.49,1493.43,
Kepler-1293 b,1,1,Transit,2016,5.57654784,0.97,0.189,0.871,868,1.28,1.18,4.29,1028.16,
Kepler-1294 b,1,1,Transit,2016,115.6862258,3.19,0.183,10.3,769,0.97,0.99,4.46,1855.7,
Kepler-1295 b,1,1,Transit,2016,3.81371974,1.55,0.144,3.02,750,0.89,0.92,4.51,1174.46,
Kepler-1296 b,1,1,Transit,2016,8.3839865,0.91,0.072,0.693,1243,0.83,0.87,4.55,1551.54,
Kepler-1297 b,1,1,Transit,2016,1.68189002,0.97,0.092,0.871,1030,0.99,0.99,4.45,1439.47,
Kepler-1298 b,1,1,Transit,2016,7.12811928,1.31,0.186,2.27,1926,2,1.45,4,544.163,
Kepler-1299 b,1,1,Transit,2016,19.9400874,2.98,0.133,9.17,981,0.91,0.94,4.5,1404.94,
Kepler-1300 b,1,1,Transit,2016,22.2419092,1.37,0.184,2.45,658,1.79,1.29,4.04,777.025,
Kepler-1301 b,1,1,Transit,2016,9.08237046,1.4,0.091,2.54,1337,0.81,0.85,4.56,854.28,
Kepler-1302 b,1,1,Transit,2016,8.83922659,1.43,0.107,2.63,736,0.82,0.86,4.55,634.58,
Kepler-1303 b,1,1,Transit,2016,7.56127224,1.42,0.112,2.6,1267,1,1.01,4.44,897.783,
Kepler-1304 b,1,1,Transit,2016,16.1288853,2.29,0.068,5.86,797,0.81,0.85,4.56,2176.08,
Kepler-1305 b,1,1,Transit,2016,13.5630972,1.88,0.112,4.19,961,0.96,0.97,4.47,1575.23,
Kepler-1306 b,1,1,Transit,2016,16.29595382,1.91,0.27,4.31,681,0.97,0.98,4.45,1107.5,
Kepler-1307 b,1,1,Transit,2016,18.01621096,2.47,0.144,6.66,428,1.08,1.06,4.39,1014.62,
Kepler-1308 b,1,1,Transit,2016,2.10433812,0.52,0.193,0.0933,469,0.34,0.35,4.92,112.705,
Kepler-1309 b,1,1,Transit,2016,28.8432647,2.37,0.131,6.21,922,0.8,0.85,4.56,845,
Kepler-1310 b,1,1,Transit,2016,0.67933627,1.44,0.117,2.67,1000,0.88,0.91,4.51,569.185,
Kepler-1311 b,1,2,Transit,2016,11.1726994,1.24,0.509,2.07,540,1.4,1.05,4.16,866.331,
Kepler-1311 c,1,2,Transit,2016,2.53573424,1.22,0.541,1.98,350,1.4,1.05,4.16,866.331,
Kepler-1312 b,1,1,Transit,2016,5.44832529,2.1,0.18,5.06,1352,0.92,0.99,4.51,299.104,
Kepler-1313 b,1,1,Transit,2016,3.83309118,1.76,0.329,3.75,794,0.85,0.92,4.54,174.234,
Kepler-1314 b,1,1,Transit,2016,5.42474928,5.11,0.574,22.9,240,0.59,0.6,4.68,141.9868506,
Kepler-1315 b,1,1,Transit,2016,0.84338011,1.38,0.069,2.48,1081,0.75,0.8,4.6,480.869,
Kepler-1316 b,1,1,Transit,2016,87.9732136,3.54,0.094,12.3,906,1.12,1.04,4.36,800.871,
Kepler-1317 b,1,1,Transit,2016,0.56887443,1.56,0.202,3.05,648,0.79,0.83,4.57,728.303,
Kepler-1318 b,1,1,Transit,2016,213.257663,3.11,0.195,9.85,182,0.7,0.73,4.62,475.248,
Kepler-1319 b,2,1,Transit,2016,2.88676265,1.34,0.12,2.36,1122,0.54,0.56,4.73,103.917,
Kepler-132 e,2,4,Transit,2016,110.2869374,1.18,0.22,1.76,369,1.1,1.03,4.37,349.549,
Kepler-1320 b,1,1,Transit,2016,0.86838653,1.7,0.141,3.53,925,0.74,0.8,4.6,647.424,
Kepler-1321 b,1,2,Transit,2016,11.12830484,4.92,0.285,21.5,282,0.53,0.54,4.73,769.146,
Kepler-1321 c,1,2,Transit,2016,2.22649109,2.4,0.325,6.35,200,0.53,0.54,4.73,769.146,
Kepler-1322 b,1,1,Transit,2016,0.96286738,1.61,0.288,3.22,248,0.87,0.9,4.52,1350.32,
Kepler-1323 b,1,1,Transit,2016,0.92990668,1.52,0.079,2.92,1093,1.4,1.18,4.21,465.417,
Kepler-1324 b,1,1,Transit,2016,4.11584468,1.51,0.167,2.89,304,0.73,0.78,4.61,481.667,
Kepler-1325 b,1,1,Transit,2016,33.8786838,2.86,0.23,8.55,1003,0.91,0.93,4.5,973.368,
Kepler-1326 b,1,1,Transit,2016,42.3514267,4.18,0.126,16.3,1141,1.74,1.45,4.12,698.326,
Kepler-1327 b,1,1,Transit,2016,14.88801098,1.8,0.244,3.89,881,1.03,1.02,4.42,678.069,
Kepler-1328 b,1,1,Transit,2016,4.52158888,0.98,0.219,0.904,637,0.99,1,4.44,813.543,
Kepler-1329 b,1,1,Transit,2016,9.33646594,2.17,0.43,5.35,1228,0.69,0.72,4.62,588.037,
Kepler-1330 b,1,1,Transit,2016,10.10769068,1.65,0.277,3.36,908,0.94,0.97,4.48,1720.48,
Kepler-1331 b,1,1,Transit,2016,0.78916165,1.05,0.263,1.16,767,0.69,0.72,4.63,319.197,
Kepler-1332 b,1,1,Transit,2016,11.87456832,1.37,0.285,2.45,895,0.9,0.95,4.51,528.685,
Kepler-1333 b,1,1,Transit,2016,109.6471842,2.81,0.237,8.3,1095,0.92,0.94,4.49,932.446,
Kepler-1334 b,1,1,Transit,2016,15.64591713,2.29,0.205,5.86,799,0.91,0.94,4.5,1223.04,
Kepler-1335 b,1,1,Transit,2016,6.26406846,1.45,0.168,2.7,606,0.74,0.77,4.6,621.853,
Kepler-1336 b,1,2,Transit,2016,23.198681,1.98,0.159,4.58,754,1.3,0.94,4.18,1126.64,
Kepler-1336 c,1,2,Transit,2016,5.77721211,1.71,0.11,3.57,365,1.3,0.94,4.18,1126.64,
Kepler-1337 b,1,1,Transit,2016,24.4002549,2.41,1.059,6.39,,0.67,0.7,4.64,601.629,11.23
Kepler-1338 b,1,1,Transit,2016,0.93511806,0.92,0.091,0.721,307,1.05,1.04,4.41,753.26,
Kepler-1339 b,1,1,Transit,2016,1.34155513,0.71,0.095,0.285,234,0.93,0.94,4.47,371.049,
Kepler-1340 b,1,1,Transit,2016,0.66502692,1.55,0.207,3.02,716,1.42,1.27,4.24,981.779,
Kepler-1341 b,2,1,Transit,2016,132.9968322,2.99,0.199,9.22,581,0.72,0.79,4.62,476.957,
Kepler-1342 b,1,1,Transit,2016,2.21571036,1.66,0.086,3.39,602,0.9,0.93,4.51,890.724,
Kepler-1343 b,1,1,Transit,2016,3.35183158,1.93,0.164,4.38,393,0.93,0.95,4.48,1756.71,
Kepler-1344 b,1,1,Transit,2016,4.7683049,1.84,0.143,4.04,268,1.13,1.09,4.37,853.959,31.18
Kepler-1345 b,1,1,Transit,2016,44.6169557,2.36,0.194,6.17,284,1.55,1.32,4.18,1355.02,
Kepler-1346 b,1,1,Transit,2016,3.40165668,1.58,0.819,3.12,206,1.21,1.14,4.33,843.701,
Kepler-1347 b,1,1,Transit,2016,14.00947528,1.03,0.197,1.08,863,0.79,0.82,4.57,321,13.6
Kepler-1348 b,1,1,Transit,2016,27.5722742,1.94,0.448,4.42,651,1.04,1.04,4.42,1213.82,
Kepler-1349 b,1,1,Transit,2016,2.12823928,0.7,1.07,0.271,2034,1.28,1.16,4.29,276.323,
Kepler-1350 b,1,2,Transit,2016,4.4968604,2.52,0.203,6.9,772,0.53,0.55,4.74,340.691,
Kepler-1350 c,1,2,Transit,2016,1.76678906,1.73,0.212,3.64,468,0.53,0.55,4.74,340.691,
Kepler-1351 b,1,1,Transit,2016,0.91614077,0.65,0.154,0.208,1313,0.67,0.7,4.64,202.782,
Kepler-1352 b,1,1,Transit,2016,1.87788275,0.89,0.345,0.64,243,1.16,1.11,4.35,670.829,24.44
