pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim
Kepler-292 c,Kepler-292,1,5,Transit,2014,Kepler,3.715335,0.000033,-0.000033,0,1.47,0.15,-0.15,0,2.76,,,0,242.42,25.33,-22.49,0,1001,,,0,0,5299,100,-100,0,0.83,0.07,-0.07,0,0.85,0.04,-0.05,0,4.54,0.15,-0.15,0
Kepler-292 d,Kepler-292,1,5,Transit,2014,Kepler,7.055679,0.000043,-0.000043,0,2.23,0.21,-0.21,0,5.6,,,0,103,10.76,-9.56,0,808,,,0,0,5299,100,-100,0,0.83,0.07,-0.07,0,0.85,0.04,-0.05,0,4.54,0.15,-0.15,0
Kepler-292 e,Kepler-292,1,5,Transit,2014,Kepler,11.97901,0.000101,-0.000101,0,2.67,0.35,-0.35,0,7.61,,,0,50.92,5.32,-4.72,0,678,,,0,0,5299,100,-100,0,0.83,0.07,-0.07,0,0.85,0.04,-0.05,0,4.54,0.15,-0.15,0
Kepler-292 f,Kepler-292,1,5,Transit,2014,Kepler,20.834237,0.000184,-0.000184,0,2.35,0.22,-0.22,0,6.12,,,0,24.32,2.54,-2.26,0,563,,,0,0,5299,100,-100,0,0.83,0.07,-0.07,0,0.85,0.04,-0.05,0,4.54,0.15,-0.15,0
Kepler-293 b,Kepler-293,1,2,Transit,2014,Kepler,19.254196,0.000079,-0.000079,0,3.07,1.3,-1.3,0,9.64,,,0,28.94,1.82,-1.7,0,657,,,0,0,5804,200,-200,0,0.96,0.4,-0.4,0,0.94,0.04,-0.04,0,4.5,0.3,-0.3,0
Kepler-293 c,Kepler-293,1,2,Transit,2014,Kepler,54.155743,0.000466,-0.000466,0,3.83,1.63,-1.63,0,14,,,0,7.29,0.46,-0.43,0,466,,,0,0,5804,200,-200,0,0.96,0.4,-0.4,0,0.94,0.04,-0.04,0,4.5,0.3,-0.3,0
Kepler-294 b,Kepler-294,1,2,Transit,2014,Kepler,3.701212,0.000025,-0.000025,0,1.77,0.83,-0.83,0,3.78,,,0,329.8,34.39,-30.6,0,1087,,,0,0,5913,200,-200,0,0.98,0.46,-0.46,0,0.95,0.04,-0.04,0,4.49,0.3,-0.3,0
Kepler-294 c,Kepler-294,1,2,Transit,2014,Kepler,6.6264,0.000028,-0.000028,0,2.71,1.27,-1.27,0,7.8,,,0,151.49,15.79,-14.05,0,895,,,0,0,5913,200,-200,0,0.98,0.46,-0.46,0,0.95,0.04,-0.04,0,4.49,0.3,-0.3,0
Kepler-295 b,Kepler-295,1,3,Transit,2014,Kepler,12.645164,0.000181,-0.000181,0,1.22,0.64,-0.64,0,1.98,,,0,391.01,35.57,-31.92,0,741,,,0,0,5603,200,-200,0,0.9,0.47,-0.47,0,0.89,0.04,-0.04,0,4.44,0.3,-0.3,0
Kepler-295 c,Kepler-295,1,3,Transit,2014,Kepler,21.526258,0.000336,-0.000336,0,1.17,0.62,-0.62,0,1.71,,,0,192.14,17.48,-15.68,0,621,,,0,0,5603,200,-200,0,0.9,0.47,-0.47,0,0.89,0.04,-0.04,0,4.44,0.3,-0.3,0
Kepler-295 d,Kepler-295,1,3,Transit,2014,Kepler,33.884054,0.000685,-0.000685,0,1.36,0.72,-0.72,0,2.42,,,0,104.96,9.55,-8.57,0,533,,,0,0,5603,200,-200,0,0.9,0.47,-0.47,0,0.89,0.04,-0.04,0,4.44,0.3,-0.3,0
Kepler-296 b,Kepler-296,2,5,Transit,2014,Kepler,10.864384,0.000051,-0.000046,0,1.61,0.29,-0.27,0,3.22,,,0,6.5,1.2,-1,0,495,26,-26,0,0,3740,130,-130,0,0.48,0.07,-0.09,0,0.5,0.07,-0.09,0,4.77,0.09,-0.06,0
Kepler-296 c,Kepler-296,2,5,Transit,2014,Kepler,5.8416366,0.00001,-0.00001,0,2,0.33,-0.32,0,4.66,,,0,14.8,2.7,-2.3,0,606,32,-32,0,0,3740,130,-130,0,0.48,0.07,-0.09,0,0.5,0.07,-0.09,0,4.77,0.09,-0.06,0
Kepler-296 d,Kepler-296,2,5,Transit,2014,Kepler,19.850291,0.000061,-0.000057,0,2.09,0.33,-0.32,0,5.02,,,0,2.9,0.52,-0.44,0,403,22,-22,0,0,3740,130,-130,0,0.48,0.07,-0.09,0,0.5,0.07,-0.09,0,4.77,0.09,-0.06,0
Kepler-296 e,Kepler-296,2,5,Transit,2014,Kepler,34.14211,0.00025,-0.00025,0,1.53,0.27,-0.25,0,2.96,,,0,1.41,0.25,-0.21,0,337,18,-18,0,0,3740,130,-130,0,0.48,0.07,-0.09,0,0.5,0.07,-0.09,0,4.77,0.09,-0.06,0
Kepler-296 f,Kepler-296,2,5,Transit,2014,Kepler,63.33627,0.0006,-0.00062,0,1.8,0.31,-0.3,0,3.89,,,0,0.62,0.11,-0.1,0,274,15,-15,0,0,3740,130,-130,0,0.48,0.07,-0.09,0,0.5,0.07,-0.09,0,4.77,0.09,-0.06,0
Kepler-297 b,Kepler-297,1,2,Transit,2014,Kepler,38.871826,0.000153,-0.000153,0,2.87,0.52,-0.52,0,48.5,11.2,-7,0,16.46,0.61,-0.59,0,509,,,0,1,5619,100,-100,0,0.92,0.17,-0.17,0,0.98,0.04,-0.05,0,4.47,0.15,-0.15,0
Kepler-297 c,Kepler-297,1,2,Transit,2014,Kepler,74.920137,0.00012,-0.00012,0,6.54,1.18,-1.18,0,42.1,14.1,-9.3,0,6.86,0.25,-0.25,0,409,,,0,1,5619,100,-100,0,0.92,0.17,-0.17,0,0.98,0.04,-0.05,0,4.47,0.15,-0.15,0
Kepler-298 b,Kepler-298,1,3,Transit,2014,Kepler,10.475464,0.000027,-0.000027,0,1.96,0.1,-0.1,0,4.5,,,0,24.71,0.98,-0.94,0,540,,,0,0,4465,100,-100,0,0.58,0.03,-0.03,0,0.66,0.01,-0.01,0,4.71,0.15,-0.15,0
Kepler-298 c,Kepler-298,1,3,Transit,2014,Kepler,22.92881,0.00038,-0.00038,0,1.93,0.22,-0.22,0,4.38,,,0,8.7,0.34,-0.33,0,416,,,0,0,4465,100,-100,0,0.58,0.03,-0.03,0,0.66,0.01,-0.01,0,4.71,0.15,-0.15,0
Kepler-298 d,Kepler-298,1,3,Transit,2014,Kepler,77.473633,0.000615,-0.000615,0,2.5,0.2,-0.2,0,6.8,,,0,1.72,0.07,-0.07,0,277,,,0,0,4465,100,-100,0,0.58,0.03,-0.03,0,0.66,0.01,-0.01,0,4.71,0.15,-0.15,0
Kepler-299 b,Kepler-299,1,4,Transit,2014,Kepler,2.927128,0.000033,-0.000033,0,1.32,0.27,-0.27,0,2.3,,,0,622.07,40.95,-38.13,0,1258,,,0,0,5617,112,-112,0,1.03,0.21,-0.21,0,0.95,0.03,-0.04,0,4.39,0.15,-0.15,0
Kepler-299 c,Kepler-299,1,4,Transit,2014,Kepler,6.885875,0.00004,-0.00004,0,2.65,0.63,-0.63,0,7.51,,,0,198.55,13.07,-12.17,0,946,,,0,0,5617,112,-112,0,1.03,0.21,-0.21,0,0.95,0.03,-0.04,0,4.39,0.15,-0.15,0
Kepler-299 d,Kepler-299,1,4,Transit,2014,Kepler,15.054786,0.000189,-0.000189,0,1.86,0.38,-0.38,0,4.12,,,0,69.96,4.61,-4.29,0,729,,,0,0,5617,112,-112,0,1.03,0.21,-0.21,0,0.95,0.03,-0.04,0,4.39,0.15,-0.15,0
Kepler-299 e,Kepler-299,1,4,Transit,2014,Kepler,38.285489,0.001428,-0.001428,0,1.87,0.39,-0.39,0,4.16,,,0,20.17,1.33,-1.24,0,534,,,0,1,5617,112,-112,0,1.03,0.21,-0.21,0,0.95,0.03,-0.04,0,4.39,0.15,-0.15,0
Kepler-30 b,Kepler-30,1,3,Transit,2012,Kepler,29.33434,0.00815,-0.00815,0,3.9,0.2,-0.2,0,11.3,1.4,-1.4,0,16.38,1.26,-1.16,0,524,,,0,1,5498,54,-54,0,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0,4.77,0.23,-0.23,0
Kepler-30 c,Kepler-30,1,3,Transit,2012,Kepler,60.323105,0.000244,-0.000244,0,12.3,0.4,-0.4,0,640,50,-50,0,6.22,0.48,-0.44,0,411,,,0,1,5498,54,-54,0,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0,4.77,0.23,-0.23,0
Kepler-30 d,Kepler-30,1,3,Transit,2012,Kepler,143.34394,0.00858,-0.00858,0,8.8,0.5,-0.5,0,23.1,2.7,-2.7,0,1.96,0.15,-0.14,0,308,,,0,1,5498,54,-54,0,0.95,0.12,-0.12,0,0.99,0.08,-0.08,0,4.77,0.23,-0.23,0
Kepler-300 b,Kepler-300,1,2,Transit,2014,Kepler,10.446347,0.000043,-0.000043,0,1.67,0.76,-0.76,0,3.43,,,0,265.19,11.7,-11.19,0,812,,,0,0,5986,200,-200,0,0.9,0.41,-0.41,0,1.07,0.09,-0.07,0,4.53,0.3,-0.3,0
Kepler-300 c,Kepler-300,1,2,Transit,2014,Kepler,40.714955,0.000245,-0.000245,0,2.25,1.04,-1.04,0,5.69,,,0,43.25,1.91,-1.82,0,516,,,0,1,5986,200,-200,0,0.9,0.41,-0.41,0,1.07,0.09,-0.07,0,4.53,0.3,-0.3,0
Kepler-301 b,Kepler-301,1,3,Transit,2014,Kepler,2.508553,0.000012,-0.000012,0,1.35,0.72,-0.72,0,2.39,,,0,665.44,25.71,-24.73,0,1278,,,0,0,5815,200,-200,0,0.9,0.48,-0.48,0,0.98,0.05,-0.06,0,4.53,0.3,-0.3,0
Kepler-301 c,Kepler-301,1,3,Transit,2014,Kepler,5.419026,0.000032,-0.000032,0,1.35,0.72,-0.72,0,2.39,,,0,238.48,9.21,-8.86,0,989,,,0,0,5815,200,-200,0,0.9,0.48,-0.48,0,0.98,0.05,-0.06,0,4.53,0.3,-0.3,0
Kepler-301 d,Kepler-301,1,3,Transit,2014,Kepler,13.751243,0.000081,-0.000081,0,1.75,0.94,-0.94,0,3.71,,,0,68.93,2.66,-2.56,0,725,,,0,0,5815,200,-200,0,0.9,0.48,-0.48,0,0.98,0.05,-0.06,0,4.53,0.3,-0.3,0
Kepler-302 b,Kepler-302,1,2,Transit,2014,Kepler,30.184104,0.000203,-0.000203,0,4.06,0.85,-0.85,0,15.5,,,0,31.25,3.15,-2.81,0,634,,,0,0,5740,107,-107,0,1.22,0.25,-0.25,0,1.02,0.04,-0.04,0,4.29,0.15,-0.15,0
Kepler-302 c,Kepler-302,1,2,Transit,2014,Kepler,127.282184,0.000427,-0.000427,0,12.45,2.54,-2.54,0,,,,,4.58,0.46,-0.41,0,392,,,0,0,5740,107,-107,0,1.22,0.25,-0.25,0,1.02,0.04,-0.04,0,4.29,0.15,-0.15,0
Kepler-303 b,Kepler-303,1,2,Transit,2014,Kepler,1.937055,0.000004,-0.000004,0,0.89,0.05,-0.05,0,0.64,,,0,145.44,14.79,-13.56,0,802,,,0,0,3944,150,-150,0,0.48,0.03,-0.03,0,0.57,0.02,-0.02,0,4.77,0.2,-0.2,0
Kepler-303 c,Kepler-303,1,2,Transit,2014,Kepler,7.061149,0.000019,-0.000019,0,1.14,0.09,-0.09,0,1.55,,,0,25.85,2.63,-2.41,0,521,,,0,0,3944,150,-150,0,0.48,0.03,-0.03,0,0.57,0.02,-0.02,0,4.77,0.2,-0.2,0
Kepler-304 b,Kepler-304,1,4,Transit,2014,Kepler,3.295709,0.000002,-0.000002,0,2.86,0.21,-0.21,0,8.55,,,0,139.15,5.46,-5.27,0,875,,,0,0,4731,100,-100,0,0.69,0.04,-0.04,0,0.8,0.02,-0.03,0,4.63,0.15,-0.15,0
Kepler-304 c,Kepler-304,1,4,Transit,2014,Kepler,5.315946,0.000007,-0.000007,0,2.17,0.15,-0.15,0,5.35,,,0,73.6,2.89,-2.79,0,746,,,0,0,4731,100,-100,0,0.69,0.04,-0.04,0,0.8,0.02,-0.03,0,4.63,0.15,-0.15,0
Kepler-304 d,Kepler-304,1,4,Transit,2014,Kepler,9.653471,0.000015,-0.000015,0,2.75,0.21,-0.21,0,8,,,0,33.16,1.3,-1.26,0,611,,,0,0,4731,100,-100,0,0.69,0.04,-0.04,0,0.8,0.02,-0.03,0,4.63,0.15,-0.15,0
Kepler-304 e,Kepler-304,1,4,Transit,2016,Kepler,1.49914695,0.0000028,-0.0000028,0,1.2,0.06,-0.03,0,1.87,,,0,397.25,15.58,-15.04,0,1137,,,0,0,4817,68.1,-46.95,0,0.73,0.01,-0.02,0,0.8,0.02,-0.03,0,4.61,0.01,-0.01,0
Kepler-305 b,Kepler-305,1,4,Transit,2013,Kepler,5.487,,,0,3.6,0.9,-0.36,0,10.5,2.6,-2,0,112.91,8.36,-7.71,0,836,,,0,1,5117,91.45,-91.3,0,0.8,0.2,-0.08,0,0.76,0.13,-0.06,0,4.51,0.07,-0.26,0
Kepler-305 c,Kepler-305,1,4,Transit,2013,Kepler,8.291,,,0,3.3,0.82,-0.33,0,6,2.4,-2.2,0,65.1,4.82,-4.45,0,728,,,0,1,5117,91.45,-91.3,0,0.8,0.2,-0.08,0,0.76,0.13,-0.06,0,4.51,0.07,-0.26,0
Kepler-305 d,Kepler-305,1,4,Transit,2014,Kepler,16.738661,0.000145,-0.000145,0,2.71,0.41,-0.41,0,9.1,6.1,-3.8,0,25.52,1.89,-1.74,0,576,,,0,0,5100,100,-100,0,0.79,0.05,-0.05,0,0.85,0.03,-0.04,0,4.56,0.15,-0.15,0
Kepler-305 e,Kepler-305,1,4,Transit,2020,Kepler,3.20538,,,0,1.794,,,0,3.87,,,0,236.11,53.42,-39.21,0,1000,,,0,0,4974,123,-123,0,0.83,,,0,0.82,,,0,4.52,,,0
Kepler-306 b,Kepler-306,1,4,Transit,2014,Kepler,4.646186,0.000025,-0.000025,0,1.52,0.1,-0.1,0,2.92,,,0,127.25,7.79,-7.28,0,830,,,0,0,4954,100,-100,0,0.72,0.04,-0.04,0,0.81,0.03,-0.03,0,4.61,0.15,-0.15,0
Kepler-306 c,Kepler-306,1,4,Transit,2014,Kepler,7.240193,0.000032,-0.000032,0,2.35,0.19,-0.19,0,6.12,,,0,70.45,4.31,-4.03,0,716,,,0,0,4954,100,-100,0,0.72,0.04,-0.04,0,0.81,0.03,-0.03,0,4.61,0.15,-0.15,0
Kepler-306 d,Kepler-306,1,4,Transit,2014,Kepler,17.326644,0.000137,-0.000137,0,2.47,0.24,-0.24,0,6.66,,,0,21.98,1.35,-1.26,0,535,,,0,0,4954,100,-100,0,0.72,0.04,-0.04,0,0.81,0.03,-0.03,0,4.61,0.15,-0.15,0
Kepler-306 e,Kepler-306,1,4,Transit,2014,Kepler,44.840975,0.000439,-0.000439,0,2.27,0.15,-0.15,0,5.77,,,0,6.18,0.38,-0.35,0,390,,,0,0,4954,100,-100,0,0.72,0.04,-0.04,0,0.81,0.03,-0.03,0,4.61,0.15,-0.15,0
Kepler-307 b,Kepler-307,1,2,Transit,2013,Kepler,10.4208,0.0009,-0.0008,0,2.43,0.09,-0.09,0,7.44,0.91,-0.87,0,59.7,5,-5,0,797,,,0,1,5367,94,-94,0,0.81,0.02,-0.02,0,0.91,0.03,-0.03,0,4.46,0.06,-0.08,0
Kepler-307 c,Kepler-307,1,2,Transit,2013,Kepler,13.0729,0.0012,-0.0012,0,2.2,0.07,-0.07,0,3.64,0.65,-0.58,0,44,3.7,-3.7,0,739,,,0,1,5367,94,-94,0,0.81,0.02,-0.02,0,0.91,0.03,-0.03,0,4.46,0.06,-0.08,0
Kepler-308 b,Kepler-308,1,2,Transit,2014,Kepler,9.694928,0.00009,-0.00009,0,2.12,1.02,-1.02,0,5.14,,,0,108.64,14.89,-12.78,0,833,,,0,0,5895,200,-200,0,0.94,0.45,-0.45,0,0.92,0.06,-0.05,0,4.51,0.3,-0.3,0
Kepler-308 c,Kepler-308,1,2,Transit,2014,Kepler,15.38231,0.000171,-0.000171,0,2.16,1.04,-1.04,0,5.31,,,0,58.68,8.04,-6.9,0,714,,,0,0,5895,200,-200,0,0.94,0.45,-0.45,0,0.92,0.06,-0.05,0,4.51,0.3,-0.3,0
Kepler-309 b,Kepler-309,1,2,Transit,2014,Kepler,5.923653,0.000028,-0.000028,0,1.56,0.14,-0.14,0,3.05,,,0,99.49,3.42,-3.3,0,531,,,0,0,4713,100,-100,0,0.72,0.04,-0.04,0,0.67,0.02,-0.02,0,4.61,0.15,-0.15,0
Kepler-309 c,Kepler-309,1,2,Transit,2014,Kepler,105.356383,0.000857,-0.000857,0,2.51,0.18,-0.18,0,6.85,,,0,2.14,0.07,-0.07,0,204,,,0,1,4713,100,-100,0,0.72,0.04,-0.04,0,0.67,0.02,-0.02,0,4.61,0.15,-0.15,0
Kepler-31 b,Kepler-31,1,3,Transit,2011,Kepler,20.8613,0.0002,-0.0002,0,5.5,1.1,-1.1,0,25.9,,,0,91.47,8.63,-7.77,0,781,,,0,1,6340,200,-200,0,1.22,0.24,-0.24,0,1.21,0.17,-0.17,0,4.7,0.3,-0.3,0
Kepler-31 c,Kepler-31,1,3,Transit,2011,Kepler,42.6318,0.0005,-0.0005,0,5.3,1.1,-1.1,0,1493.7,,,1,35.25,3.33,-3,0,615,,,0,1,6340,200,-200,0,1.22,0.24,-0.24,0,1.21,0.17,-0.17,0,4.7,0.3,-0.3,0
Kepler-31 d,Kepler-31,1,3,Transit,2014,Kepler,87.6451,0.0014,-0.0014,0,3.9,0.8,-0.8,0,2161.244,,,1,13.49,1.27,-1.15,0,484,,,0,0,6340,200,-200,0,1.22,0.24,-0.24,0,1.21,0.17,-0.17,0,4.7,0.3,-0.3,0
Kepler-310 b,Kepler-310,1,3,Transit,2014,Kepler,13.930698,0.000108,-0.000108,0,1.19,0.56,-0.56,0,1.81,,,0,45.97,1.37,-1.33,0,665,,,0,1,5797,200,-200,0,0.88,0.41,-0.41,0,0.91,0.04,-0.05,0,4.52,0.3,-0.3,0
Kepler-310 c,Kepler-310,1,3,Transit,2014,Kepler,56.47542,0.000207,-0.000207,0,3.38,1.58,-1.58,0,11.4,,,0,7.11,0.21,-0.2,0,417,,,0,1,5797,200,-200,0,0.88,0.41,-0.41,0,0.91,0.04,-0.05,0,4.52,0.3,-0.3,0
Kepler-310 d,Kepler-310,1,3,Transit,2014,Kepler,92.876125,0.000785,-0.000785,0,2.47,1.15,-1.15,0,7,3.4,-4.1,0,3.66,0.11,-0.11,0,353,,,0,0,5797,200,-200,0,0.88,0.41,-0.41,0,0.91,0.04,-0.05,0,4.52,0.3,-0.3,0
Kepler-311 b,Kepler-311,1,2,Transit,2014,Kepler,9.176092,0.000057,-0.000057,0,1.7,0.33,-0.33,0,3.53,,,0,201.36,6.88,-6.6,0,960,,,0,0,5905,131,-131,0,1.19,0.23,-0.23,0,1.08,0.04,-0.05,0,4.31,0.15,-0.15,0
Kepler-311 c,Kepler-311,1,2,Transit,2014,Kepler,19.738286,0.000205,-0.000205,0,1.43,0.28,-0.28,0,2.63,,,0,72.46,2.47,-2.38,0,744,,,0,0,5905,131,-131,0,1.19,0.23,-0.23,0,1.08,0.04,-0.05,0,4.31,0.15,-0.15,0
Kepler-312 b,Kepler-312,1,2,Transit,2014,Kepler,1.772419,0.000012,-0.000012,0,1.29,0.25,-0.25,0,2.21,,,0,4124.02,164.17,-157.16,0,1685,,,0,0,6115,100,-100,0,1.47,0.28,-0.28,0,1.2,0.04,-0.04,0,4.19,0.15,-0.15,0
Kepler-312 c,Kepler-312,1,2,Transit,2014,Kepler,19.747412,0.000068,-0.000068,0,3.15,0.61,-0.61,0,10.1,,,0,165.82,6.6,-6.32,0,754,,,0,1,6115,100,-100,0,1.47,0.28,-0.28,0,1.23,0.04,-0.04,0,4.19,0.15,-0.15,0
Kepler-313 b,Kepler-313,1,2,Transit,2014,Kepler,14.970418,0.000114,-0.000114,0,2.53,0.31,-0.31,0,6.94,,,0,143.33,63.6,-60.79,0,883,,,0,0,5727,100,-100,0,1.54,0.16,-0.16,0,1.08,0.11,-0.06,0,4.13,0.15,-0.15,0
Kepler-313 c,Kepler-313,1,2,Transit,2014,Kepler,32.273273,0.000819,-0.000819,0,2.57,0.42,-0.42,0,7.13,,,0,51.5,22.85,-21.84,0,683,,,0,0,5727,100,-100,0,1.54,0.16,-0.16,0,1.08,0.11,-0.06,0,4.13,0.15,-0.15,0
Kepler-314 b,Kepler-314,1,2,Transit,2014,Kepler,2.461069,0.000013,-0.000013,0,0.83,0.12,-0.12,0,0.498,,,0,488.67,8.42,-8.29,0,1195,,,0,0,5378,100,-100,0,0.95,0.14,-0.14,0,1.02,0.02,-0.02,0,4.46,0.15,-0.15,0
Kepler-314 c,Kepler-314,1,2,Transit,2014,Kepler,5.960392,0.000005,-0.000005,0,2.9,0.43,-0.43,0,8.75,,,0,149.98,2.58,-2.54,0,890,,,0,0,5378,100,-100,0,0.95,0.14,-0.14,0,1.02,0.02,-0.02,0,4.46,0.15,-0.15,0
Kepler-315 b,Kepler-315,1,2,Transit,2014,Kepler,96.101141,0.000918,-0.000918,0,3.77,0.78,-0.78,0,13.7,,,0,6.67,0.5,-0.46,0,409,,,0,1,5796,108,-108,0,1.04,0.2,-0.2,0,0.98,0.05,-0.05,0,4.38,0.15,-0.15,0
Kepler-315 c,Kepler-315,1,2,Transit,2014,Kepler,265.469335,0.006223,-0.006223,0,4.15,0.96,-0.96,0,16.1,,,0,1.72,0.13,-0.12,0,291,,,0,0,5796,108,-108,0,1.04,0.2,-0.2,0,0.98,0.05,-0.05,0,4.38,0.15,-0.15,0
Kepler-316 b,Kepler-316,1,2,Transit,2014,Kepler,2.240508,0.000006,-0.000006,0,1.06,0.11,-0.11,0,1.2,,,0,164.78,4.55,-4.41,0,837,,,0,0,4204,200,-200,0,0.52,0.05,-0.05,0,0.59,0.01,-0.01,0,4.74,0.3,-0.3,0
Kepler-316 c,Kepler-316,1,2,Transit,2014,Kepler,6.827766,0.000034,-0.000034,0,1.16,0.12,-0.12,0,1.65,,,0,37.38,1.03,-1,0,577,,,0,0,4204,200,-200,0,0.52,0.05,-0.05,0,0.59,0.01,-0.01,0,4.74,0.3,-0.3,0
Kepler-317 b,Kepler-317,1,2,Transit,2014,Kepler,5.524242,0.000027,-0.000027,0,2.09,0.96,-0.96,0,109.8,113.6,-95.9,0,151.65,10.96,-10.18,0,976,,,0,0,5497,200,-200,0,0.94,0.43,-0.43,0,0.86,0.06,-0.03,0,4.49,0.3,-0.3,0
Kepler-317 c,Kepler-317,1,2,Transit,2014,Kepler,8.77501,0.000113,-0.000113,0,1.72,0.79,-0.79,0,3.61,,,0,81.76,5.91,-5.49,0,837,,,0,0,5497,200,-200,0,0.94,0.43,-0.43,0,0.86,0.06,-0.03,0,4.49,0.3,-0.3,0
Kepler-318 b,Kepler-318,1,2,Transit,2014,Kepler,4.662715,0.000003,-0.000003,0,4.71,0.83,-0.83,0,19.9,,,0,333.15,7.32,-7.13,0,1039,,,0,0,5746,100,-100,0,1.19,0.21,-0.21,0,1.02,0.02,-0.03,0,4.33,0.15,-0.15,0
Kepler-318 c,Kepler-318,1,2,Transit,2014,Kepler,11.815007,0.00002,-0.00002,0,3.68,0.65,-0.65,0,13.1,,,0,96.51,2.12,-2.06,0,762,,,0,0,5746,100,-100,0,1.19,0.21,-0.21,0,1.02,0.02,-0.03,0,4.33,0.15,-0.15,0
Kepler-319 b,Kepler-319,1,3,Transit,2014,Kepler,4.362705,0.000009,-0.000009,0,1.63,0.23,-0.23,0,3.29,,,0,253.66,6.83,-6.61,0,1023,,,0,0,5526,100,-100,0,0.9,0.12,-0.12,0,0.96,0.04,-0.04,0,4.49,0.15,-0.15,0
Kepler-319 c,Kepler-319,1,3,Transit,2014,Kepler,6.941357,0.000007,-0.000007,0,2.63,0.37,-0.37,0,7.41,,,0,136.34,3.67,-3.55,0,876,,,0,0,5526,100,-100,0,0.9,0.12,-0.12,0,0.96,0.04,-0.04,0,4.49,0.15,-0.15,0
Kepler-319 d,Kepler-319,1,3,Transit,2014,Kepler,31.781925,0.000105,-0.000105,0,2.29,0.35,-0.35,0,5.86,,,0,17.96,0.48,-0.47,0,528,,,0,0,5526,100,-100,0,0.9,0.12,-0.12,0,0.96,0.04,-0.04,0,4.49,0.15,-0.15,0
Kepler-32 b,Kepler-32,1,5,Transit,2011,Kepler,5.90124,0.0001,-0.0001,0,2.2,0.2,-0.2,0,1303,,,1,22.02,2.26,-2.08,0,514,,,0,1,3900,200,-200,0,0.53,0.04,-0.04,0,0.58,0.05,-0.05,0,4.64,0.3,-0.3,0
Kepler-32 c,Kepler-32,1,5,Transit,2011,Kepler,8.7522,0.0003,-0.0003,0,2,0.2,-0.2,0,158.9,,,1,10.68,1.16,-0.61,0,451,,,0,1,3900,200,-200,0,0.53,0.04,-0.04,0,0.58,0.05,-0.05,0,4.64,0.3,-0.3,0
Kepler-32 d,Kepler-32,1,5,Transit,2012,Kepler,22.7802,0.0005,-0.0005,0,2.7,0.2,-0.2,0,7.75,,,0,3.63,0.37,-0.34,0,328,,,0,0,3900,200,-200,0,0.53,0.04,-0.04,0,0.58,0.05,-0.05,0,4.64,0.3,-0.3,0
Kepler-32 e,Kepler-32,1,5,Transit,2012,Kepler,2.896,0.0003,-0.0003,0,1.5,0.1,-0.1,0,2.86,,,0,56.65,5.81,-5.35,0,652,,,0,0,3900,200,-200,0,0.53,0.04,-0.04,0,0.58,0.05,-0.05,0,4.64,0.3,-0.3,0
Kepler-32 f,Kepler-32,1,5,Transit,2012,Kepler,0.74296,0.00007,-0.00007,0,0.82,0.07,-0.07,0,0.477,,,0,349.64,35.88,-33.05,0,1026,,,0,0,3900,200,-200,0,0.53,0.04,-0.04,0,0.58,0.05,-0.05,0,4.64,0.3,-0.3,0
Kepler-320 b,Kepler-320,1,2,Transit,2014,Kepler,8.371554,0.000162,-0.000162,0,1.14,0.54,-0.54,0,1.55,,,0,280.56,10.75,-10.31,0,1292,,,0,0,6435,200,-200,0,1.11,0.52,-0.52,0,1.33,0.2,-0.14,0,4.42,0.3,-0.3,0
Kepler-320 c,Kepler-320,1,2,Transit,2014,Kepler,17.934937,0.000281,-0.000281,0,1.37,0.64,-0.64,0,2.45,,,0,101.62,3.89,-3.73,0,1002,,,0,0,6435,200,-200,0,1.11,0.52,-0.52,0,1.33,0.2,-0.14,0,4.42,0.3,-0.3,0
Kepler-321 b,Kepler-321,1,2,Transit,2014,Kepler,4.915379,0.00001,-0.00001,0,1.77,0.34,-0.34,0,3.78,,,0,296.15,6.85,-6.71,0,1042,,,0,0,5740,100,-100,0,1.19,0.23,-0.23,0,1.03,0.03,-0.03,0,4.3,0.15,-0.15,0
Kepler-321 c,Kepler-321,1,2,Transit,2014,Kepler,13.093921,0.000024,-0.000024,0,2.32,0.45,-0.45,0,5.99,,,0,80.1,1.85,-1.82,0,752,,,0,0,5740,100,-100,0,1.19,0.23,-0.23,0,1.03,0.03,-0.03,0,4.3,0.15,-0.15,0
Kepler-322 b,Kepler-322,1,2,Transit,2014,Kepler,1.653888,0.000006,-0.000006,0,1.01,0.11,-0.11,0,1.01,,,0,735.18,14.51,-14.25,0,1373,,,0,0,5388,100,-100,0,0.89,0.1,-0.1,0,0.92,0.03,-0.03,0,4.5,0.15,-0.15,0
