pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim
TOI-2406 b,TOI-2406,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.0766896,0.0000065,-0.0000065,0,2.94,0.17,-0.16,0,8.96,,,0,6.55,0.94,-0.8,0,447,15,-15,0,0,3100,75,-75,0,0.2,0.01,-0.01,0,0.16,0.01,-0.01,0,5.04,0.05,-0.05,0
TOI-251 b,TOI-251,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),4.93777,0.000028,-0.000029,0,2.74,0.18,-0.18,0,317.83,,,1,277.59,,,,1041,,,,0,5875,100,-190,0,0.88,0.04,-0.05,0,1.04,0.01,-0.01,0,4.56,0.05,-0.05,0
TOI-257 b,TOI-257,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.38818,0.00085,-0.00084,0,7.163,0.146,-0.146,0,43.86032,7.31005,-7.31005,0,186,14,-12,0,1027,18,-18,0,0,6095,89,-89,0,1.87,0.03,-0.03,0,1.41,0.04,-0.05,0,4.04,0.02,-0.02,0
TOI-269 b,TOI-269,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.6977104,0.0000037,-0.0000037,0,2.77,0.12,-0.12,0,8.8,1.4,-1.4,0,19,4,-3.3,0,531,25,-25,0,0,3514,70,-70,0,0.4,0.01,-0.01,0,0.39,0.01,-0.01,0,4.83,0.03,-0.03,0
TOI-270 b,TOI-270,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),3.3601538,0.0000048,-0.0000048,0,1.206,0.039,-0.039,0,1.58,0.26,-0.26,0,22.17,,,,581,14,-14,0,0,3506,70,-70,0,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0,4.87,0.03,-0.03,0
TOI-270 c,TOI-270,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),5.6605731,0.0000031,-0.0000031,0,2.355,0.064,-0.064,0,6.15,0.37,-0.37,0,14,,,,488,12,-12,0,0,3506,70,-70,0,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0,4.87,0.03,-0.03,0
TOI-270 d,TOI-270,1,3,Transit,2019,Transiting Exoplanet Survey Satellite (TESS),11.379573,0.000013,-0.000013,0,2.133,0.058,-0.058,0,4.78,0.43,-0.43,0,4.36,,,,387,10,-10,0,0,3506,70,-70,0,0.38,0.01,-0.01,0,0.39,0.01,-0.01,0,4.87,0.03,-0.03,0
TOI-3362 b,TOI-3362,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),18.09547,0.00003,-0.00003,0,12.801,0.482,-0.46,0,1598.35906,212.30938,-205.31715,0,28.49,,,,643,,,,0,6532,88,-86,0,1.83,0.06,-0.05,0,1.45,0.07,-0.07,0,4.07,0.03,-0.03,0
TOI-421 b,TOI-421,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.19672,0.00049,-0.00049,0,2.68,0.19,-0.18,0,7.17,0.66,-0.66,0,154.57,10.53,-9.73,0,981,16,-16,0,0,5325,78,-58,0,0.87,0.01,-0.01,0,0.85,0.03,-0.02,0,4.49,0.03,-0.02,0
TOI-421 c,TOI-421,2,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.06819,0.00035,-0.00035,0,5.09,0.16,-0.15,0,16.42,1.06,-1.04,0,34.32,2.34,-2.16,0,674,11,-11,0,0,5325,78,-58,0,0.87,0.01,-0.01,0,0.85,0.03,-0.02,0,4.49,0.03,-0.02,0
TOI-431 b,TOI-431,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),0.490047,0.00001,-0.000007,0,1.28,0.04,-0.04,0,3.07,0.35,-0.35,0,2120.28,,,,1862,42,-42,0,0,4850,75,-75,0,0.73,0.02,-0.02,0,0.78,0.07,-0.07,0,4.6,0.06,-0.06,0
TOI-431 c,TOI-431,1,3,Radial Velocity,2021,Transiting Exoplanet Survey Satellite (TESS),4.8494,0.0003,-0.0002,0,1.49,,,0,2.83,0.41,-0.34,0,,,,,867,20,-20,0,0,4850,75,-75,0,0.73,0.02,-0.02,0,0.78,0.07,-0.07,0,4.6,0.06,-0.06,0
TOI-431 d,TOI-431,1,3,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),12.46103,0.00002,-0.00002,0,3.29,0.09,-0.09,0,9.9,1.53,-1.49,0,26.78,,,,633,14,-14,0,0,4850,75,-75,0,0.73,0.02,-0.02,0,0.78,0.07,-0.07,0,4.6,0.06,-0.06,0
TOI-451 b,TOI-451,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.858703,0.000025,-0.000035,0,1.91,0.12,-0.12,0,4.31,,,0,,,,,1491,23,-19,0,0,5550,56,-56,0,0.88,0.03,-0.03,0,0.95,0.02,-0.02,0,4.56,0.07,-0.08,0
TOI-451 c,TOI-451,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),9.192522,0.00006,-0.0001,0,3.1,0.13,-0.13,0,9.8,,,0,,,,,875,13,-11,0,0,5550,56,-56,0,0.88,0.03,-0.03,0,0.95,0.02,-0.02,0,4.56,0.07,-0.08,0
TOI-451 d,TOI-451,2,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.364988,0.000044,-0.000044,0,4.07,0.15,-0.15,0,15.6,,,0,,,,,722,11,-9,0,0,5550,56,-56,0,0.88,0.03,-0.03,0,0.95,0.02,-0.02,0,4.56,0.07,-0.08,0
TOI-481 b,TOI-481,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.33111,0.00002,-0.00002,0,11.097,0.112,-0.112,0,486.2799,9.5349,-9.5349,0,342.64,,,,1370,10,-10,0,0,5735,72,-72,0,1.66,0.02,-0.02,0,1.14,0.02,-0.01,0,4.06,0.01,-0.01,0
TOI-519 b,TOI-519,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1.2652328,0.0000005,-0.0000005,0,11.994,1.457,-4.596,0,4449.62,,,1,53.99,,,,760,54,-54,0,0,3350,100,-200,0,0.37,0.02,-0.09,0,0.37,0.03,-0.1,0,5,0.53,-0.53,0
TOI-530 b,TOI-530,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),6.387597,0.000019,-0.000018,0,9.303,0.673,-0.673,0,127.13136,28.60456,-31.78284,0,14.26,,,,565,28,-31,0,0,3659,120,-120,0,0.54,0.03,-0.03,0,0.53,0.02,-0.02,0,4.7,0.03,-0.03,0
TOI-532 b,TOI-532,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),2.3266508,0.000003,-0.000003,0,5.82,0.19,-0.19,0,61.5,9.7,-9.3,0,94.1,8,-8,0,867,18,-18,0,0,3927,37,-37,0,0.61,0.01,-0.01,0,0.64,0.02,-0.02,0,4.67,0.02,-0.02,0
TOI-540 b,TOI-540,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.2391491,0.0000017,-0.0000017,0,0.903,0.052,-0.052,0,0.674,,,0,23.4,2.1,-2.1,0,611,23,-23,0,0,3216,83,-83,0,0.19,0.01,-0.01,0,0.16,0.01,-0.01,0,4.44,,,0
TOI-558 b,TOI-558,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),14.574071,0.000026,-0.000026,0,12.173,0.46,-0.426,0,1147.36055,47.67426,-47.67426,0,30.07,,,,1061,13,-12,0,0,6466,95,-93,0,1.5,0.04,-0.04,0,1.35,0.06,-0.07,0,4.22,0.03,-0.03,0
TOI-559 b,TOI-559,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),6.9839095,0.0000051,-0.0000051,0,12.229,0.314,-0.28,0,1910.14873,76.27882,-73.10053,0,404.92,,,,1180,18,-16,0,0,5925,85,-76,0,1.23,0.03,-0.03,0,1.03,0.06,-0.06,0,4.27,0.02,-0.03,0
TOI-561 b,TOI-561,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.446578,0.000017,-0.000017,0,1.423,0.066,-0.066,0,1.59,0.36,-0.36,0,4628.63,,,,2480,200,-200,0,0,5455,65,-47,0,0.85,0.01,-0.01,0,0.79,0.02,-0.02,0,4.47,0.01,-0.01,0
TOI-561 c,TOI-561,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.779,0.004,-0.004,0,2.878,0.096,-0.096,0,5.4,0.98,-0.98,0,66.33,,,,860,70,-70,0,0,5455,65,-47,0,0.85,0.01,-0.01,0,0.79,0.02,-0.02,0,4.47,0.01,-0.01,0
TOI-561 d,TOI-561,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),25.62,0.04,-0.04,0,2.53,0.13,-0.13,0,11.95,1.28,-1.28,0,,,,,,,,,0,5455,65,-47,0,0.85,0.01,-0.01,0,0.79,0.02,-0.02,0,4.47,0.01,-0.01,0
TOI-561 e,TOI-561,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),77.23,0.39,-0.39,0,2.67,0.11,-0.11,0,16,2.3,-2.3,0,,,,,,,,,0,5455,65,-47,0,0.85,0.01,-0.01,0,0.79,0.02,-0.02,0,4.47,0.01,-0.01,0
TOI-561 f,TOI-561,1,5,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.287,0.005,-0.005,0,2.32,0.16,-0.16,0,3,2.4,-1.9,0,38,,,,750,60,-60,0,0,5326,64,-64,0,0.83,0.02,-0.02,0,0.81,0.03,-0.03,0,4.5,0.03,-0.03,0
TOI-564 b,TOI-564,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.651144,0.000018,-0.000018,0,11.433,7.958,-3.251,0,464.98529,31.783,-30.51168,0,1423,73,-81,0,1714,20,-21,0,0,5640,34,-37,0,1.09,0.01,-0.01,0,1,0.07,-0.06,0,4.36,0.03,-0.03,0
TOI-628 b,TOI-628,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),3.4095675,0.000007,-0.0000069,0,11.882,0.46,-0.381,0,2011.8639,92.1707,-98.5273,0,1052.9,,,,1586,52,-40,0,0,6250,220,-190,0,1.34,0.05,-0.04,0,1.31,0.07,-0.07,0,4.3,0.03,-0.04,0
TOI-640 b,TOI-640,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),5.0037775,0.0000048,-0.0000048,0,19.851,0.673,-0.628,0,279.6904,50.8528,-50.8528,0,2498.75,,,,1749,26,-30,0,0,6460,130,-150,0,2.08,0.06,-0.06,0,1.54,0.07,-0.08,0,3.99,0.03,-0.04,0
TOI-674 b,TOI-674,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1.977143,0.000003,-0.000003,0,5.25,0.17,-0.17,0,23.6,3.3,-3.3,0,38.4,0.1,-0.1,0,635,15,-15,0,0,3514,57,-57,0,0.42,0.01,-0.01,0,0.42,0.01,-0.01,0,4.81,0.03,-0.03,0
TOI-677 b,TOI-677,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),11.2366,0.00011,-0.00011,0,13.115,0.336,-0.336,0,392.83788,21.93027,-21.29461,0,200.86,,,,1252,21,-21,0,0,6295,77,-77,0,1.28,0.03,-0.03,0,1.18,0.06,-0.06,0,4.29,0.03,-0.03,0
TOI-700 b,TOI-700,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),9.97702,0.00024,-0.00028,0,1.037,0.065,-0.064,0,1.11,,,0,5,0.61,-0.57,0,417,12,-12,0,0,3461,66,-66,0,0.42,0.02,-0.02,0,0.41,0.02,-0.02,0,4.8,0.04,-0.04,0
TOI-700 c,TOI-700,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),16.05111,0.000062,-0.000063,0,2.65,0.16,-0.15,0,7.51,,,0,2.66,0.32,-0.29,0,356,10,-10,0,0,3461,66,-66,0,0.42,0.02,-0.02,0,0.41,0.02,-0.02,0,4.8,0.04,-0.04,0
TOI-700 d,TOI-700,1,3,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),37.42475,0.00036,-0.0004,0,1.144,0.062,-0.061,0,1.57,,,0,0.85,0.1,-0.1,0,269,8,-8,0,0,3461,66,-66,0,0.42,0.02,-0.02,0,0.41,0.02,-0.02,0,4.8,0.04,-0.04,0
TOI-763 b,TOI-763,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),5.6057,0.0013,-0.0013,0,2.28,0.11,-0.11,0,9.79,0.78,-0.78,0,323.45,,,,1038,16,-16,0,0,5450,60,-60,0,0.9,0.01,-0.01,0,0.92,0.03,-0.03,0,4.45,0.05,-0.05,0
TOI-763 c,TOI-763,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),12.2737,0.0053,-0.0077,0,2.63,0.12,-0.12,0,9.32,1.02,-1.02,0,113.71,,,,800,12,-12,0,0,5450,60,-60,0,0.9,0.01,-0.01,0,0.92,0.03,-0.03,0,4.45,0.05,-0.05,0
TOI-776 b,TOI-776,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.24661,0.00005,-0.00004,0,1.85,0.13,-0.13,0,4,0.9,-0.9,0,11.5,0.6,-0.6,0,514,17,-17,0,0,3709,70,-70,0,0.54,0.02,-0.02,0,0.54,0.03,-0.03,0,4.73,0.03,-0.03,0
TOI-776 c,TOI-776,1,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),15.6653,0.0004,-0.0003,0,2.02,0.14,-0.14,0,5.3,1.8,-1.8,0,4.9,0.2,-0.2,0,415,14,-14,0,0,3709,70,-70,0,0.54,0.02,-0.02,0,0.54,0.03,-0.03,0,4.73,0.03,-0.03,0
TOI-813 b,TOI-813,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),83.8911,0.0027,-0.0031,0,6.71,0.38,-0.38,0,36.4,,,0,23.1,4.6,-3.1,0,610,28,-21,0,0,5907,150,-150,0,1.94,0.1,-0.1,0,1.32,0.06,-0.06,0,3.86,0.14,-0.14,0
TOI-824 b,TOI-824,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1.392978,0.000018,-0.000017,0,2.926,0.202,-0.191,0,18.467,1.843,-1.875,0,412,51,-46,0,1253,38,-37,0,0,4600,110,-100,0,0.69,0.03,-0.03,0,0.71,0.03,-0.03,0,4.61,0.03,-0.03,0
TOI-837 b,TOI-837,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),8.3248762,0.0000157,-0.0000157,0,8.631,1.009,-1.009,0,381.396,,,1,218.74,,,,981,,,,0,6047,162,-162,0,1.02,0.08,-0.08,0,1.12,0.06,-0.06,0,4.47,0.05,-0.05,0
TOI-849 b,TOI-849,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),0.76552414,0.00000262,-0.00000279,0,3.444,0.157,-0.115,0,39.09,2.66,-2.55,0,2314.06,,,,1932,,,,0,5373.8,42.5,-41.2,0,0.92,0.03,-0.02,0,0.93,0.02,-0.02,0,4.48,0.03,-0.04,0
TOI-892 b,TOI-892,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.62656,0.00007,-0.00007,0,11.994,0.224,-0.224,0,301.9385,22.2481,-22.2481,0,571.01,,,,1397,40,-40,0,0,6261,80,-80,0,1.39,0.02,-0.02,0,1.28,0.03,-0.02,0,4.26,0.02,-0.02,0
TOI-905 b,TOI-905,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.739494,0.000038,-0.000038,0,13.126,0.594,-0.572,0,211.99261,13.34886,-13.03103,0,337,46,-38,0,1192,39,-36,0,0,5570,150,-140,0,0.92,0.04,-0.04,0,0.97,0.06,-0.07,0,4.5,0.03,-0.03,0
TOI-942 b,TOI-942,3,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),4.32419,0.00003,-0.00003,0,4.81,0.2,-0.2,0,826.358,,,1,261.86,,,,1120,,,,0,4928,125,-85,0,1.02,0.02,-0.02,0,0.79,0.04,-0.03,0,4.31,0.03,-0.03,0
TOI-942 c,TOI-942,3,2,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),10.15643,0.000069,-0.000079,0,5.79,0.19,-0.18,0,794.575,,,1,,,,,,,,,0,4928,125,-85,0,1.02,0.02,-0.02,0,0.79,0.04,-0.03,0,4.31,0.03,-0.03,0
TOI-954 b,TOI-954,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),3.6849729,0.0000027,-0.0000028,0,9.55,0.594,-0.695,0,55.30242,5.72094,-5.40311,0,1393,66,-62,0,1526,123,-164,0,0,5710,53,-49,0,1.89,0.08,-0.08,0,1.2,0.07,-0.06,0,3.96,0.03,-0.02,0
TRAPPIST-1 b,TRAPPIST-1,1,7,Transit,2016,La Silla Observatory,1.510826,0.000006,-0.000006,0,1.116,0.014,-0.012,0,1.374,0.069,-0.069,0,4.15,0.16,-0.16,0,400,8,-8,0,1,2566,26,-26,0,0.12,0,0,0,0.09,0,0,0,5.24,0.01,-0.01,0
TRAPPIST-1 c,TRAPPIST-1,1,7,Transit,2016,La Silla Observatory,2.421937,0.000018,-0.000018,0,1.097,0.014,-0.012,0,1.308,0.056,-0.056,0,2.21,0.09,-0.09,0,342,7,-7,0,1,2566,26,-26,0,0.12,0,0,0,0.09,0,0,0,5.24,0.01,-0.01,0
TRAPPIST-1 d,TRAPPIST-1,1,7,Transit,2016,La Silla Observatory,4.049219,0.000026,-0.000026,0,0.788,0.011,-0.01,0,0.388,0.012,-0.012,0,1.11,0.04,-0.04,0,288,6,-6,0,1,2566,26,-26,0,0.12,0,0,0,0.09,0,0,0,5.24,0.01,-0.01,0
TRAPPIST-1 e,TRAPPIST-1,1,7,Transit,2017,Multiple Observatories,6.101013,0.000035,-0.000035,0,0.92,0.013,-0.012,0,0.692,0.022,-0.022,0,0.65,0.03,-0.03,0,251,5,-5,0,1,2566,26,-26,0,0.12,0,0,0,0.09,0,0,0,5.24,0.01,-0.01,0
TRAPPIST-1 f,TRAPPIST-1,1,7,Transit,2017,Multiple Observatories,9.20754,0.000032,-0.000032,0,1.045,0.013,-0.012,0,1.039,0.031,-0.031,0,0.37,0.01,-0.01,0,219,4,-4,0,1,2566,26,-26,0,0.12,0,0,0,0.09,0,0,0,5.24,0.01,-0.01,0
TRAPPIST-1 g,TRAPPIST-1,1,7,Transit,2017,Multiple Observatories,12.352446,0.000054,-0.000054,0,1.129,0.015,-0.013,0,1.321,0.038,-0.038,0,0.25,0.01,-0.01,0,199,4,-4,0,1,2566,26,-26,0,0.12,0,0,0,0.09,0,0,0,5.24,0.01,-0.01,0
TRAPPIST-1 h,TRAPPIST-1,1,7,Transit,2017,Multiple Observatories,18.772866,0.000214,-0.000214,0,0.755,0.014,-0.014,0,0.326,0.02,-0.02,0,0.14,0.01,-0.01,0,173,4,-4,0,1,2566,26,-26,0,0.12,0,0,0,0.09,0,0,0,5.24,0.01,-0.01,0
TYC 0434-04538-1 b,TYC 0434-04538-1,1,1,Radial Velocity,2021,Multiple Observatories,193.2,0.4,-0.4,0,12.7,,,0,1938.763,222.481,-222.481,0,,,,,,,,,0,4679,10,-10,0,9.99,1.6,-1.6,0,1.04,0.15,-0.15,0,2.49,0.04,-0.04,0
TYC 1422-614-1 b,TYC 1422-614-1,1,2,Radial Velocity,2014,Multiple Observatories,198.4,0.42,-0.42,0,13.3,,,0,794.5,127.1,-127.1,0,,,,,,,,,0,4806,45,-45,0,6.85,1.38,-1.38,0,1.15,0.18,-0.18,0,2.85,0.18,-0.18,0
TYC 1422-614-1 c,TYC 1422-614-1,1,2,Radial Velocity,2014,Multiple Observatories,559.3,1.2,-1.2,0,12.5,,,0,3178,318,-318,0,,,,,,,,,0,4806,45,-45,0,6.85,1.38,-1.38,0,1.15,0.18,-0.18,0,2.85,0.18,-0.18,0
TYC 3318-01333-1 b,TYC 3318-01333-1,1,1,Radial Velocity,2018,Multiple Observatories,562,4.1,-4,0,13.1,,,0,1086.9786,111.2405,-111.2405,0,,,,,,,,,0,4776,10,-10,0,5.9,1,-1,0,1.19,0.14,-0.14,0,2.97,0.04,-0.04,0
TYC 3667-1280-1 b,TYC 3667-1280-1,1,1,Radial Velocity,2016,McDonald Observatory,26.468,0.005,-0.005,0,12.8,,,0,1716.282,127.132,-127.132,0,,,,,1350,100,-100,0,0,5130,24,-24,0,6.26,0.86,-0.86,0,1.87,0.17,-0.17,0,3.11,0.09,-0.09,0
TYC 4282-00605-1 b,TYC 4282-00605-1,1,1,Radial Velocity,2017,Roque de los Muchachos Observatory,101.54,0.05,-0.05,0,12.4,,,0,3426.2074,38.1396,-38.1396,0,,,,,,,,,0,4300,50,-50,0,16.21,4.01,-4.01,0,0.97,0.03,-0.03,0,2,0.2,-0.2,0
TYC 8998-760-1 b,TYC 8998-760-1,1,2,Imaging,2020,Paranal Observatory,,,,,12.3,,,0,4449.62,953.49,-953.49,0,,,,,,,,,0,4573,10,-10,0,0.95,0.02,-0.03,0,1,0.02,-0.02,0,4.29,0.1,-0.09,0
TYC 8998-760-1 c,TYC 8998-760-1,1,2,Imaging,2020,Paranal Observatory,,,,,12.33,6.725,-3.363,0,1906.98,317.83,-317.83,0,,,,,1240,160,-170,0,0,4573,10,-10,0,0.95,0.02,-0.03,0,1,,,0,4.29,0.1,-0.09,0
Teegarden's Star b,Teegarden's Star,1,2,Radial Velocity,2019,Calar Alto Observatory,4.91,0.0014,-0.0014,0,1.02,,,0,1.05,0.13,-0.12,0,1.15,0.08,-0.08,0,,,,,0,2904,51,-51,0,0.11,0,0,0,0.09,0.01,-0.01,0,5.27,0.07,-0.07,0
Teegarden's Star c,Teegarden's Star,1,2,Radial Velocity,2019,Calar Alto Observatory,11.409,0.009,-0.009,0,1.04,,,0,1.11,0.16,-0.15,0,0.37,0.03,-0.03,0,,,,,0,2904,51,-51,0,0.11,0,0,0,0.09,0.01,-0.01,0,5.27,0.07,-0.07,0
TrES-1 b,TrES-1,2,1,Transit,2004,TrES,3.03007,0.000008,-0.000008,0,12.666,0.673,-0.673,0,266.9772,34.9613,-34.9613,0,,,,,1140,13,-12,0,0,5230,50,-50,0,0.85,0.05,-0.05,0,1.04,0.19,-0.19,0,4.57,0.01,-0.01,0
TrES-2 b,TrES-2,2,1,Transit,2006,TrES,2.47063,0.00001,-0.00001,0,15.244,0.897,-0.897,0,473.5667,69.9226,-69.9226,0,903.86,20.39,-20.04,0,1466,9,-9,0,0,5850,50,-50,0,1.12,0.07,-0.07,0,1.36,0.3,-0.3,0,4.43,0.02,-0.02,0
TrES-3 b,TrES-3,1,1,Transit,2007,TrES,1.30618581,,,0,14.975,0.347,-0.415,0,607.03,23.836,-25.425,0,,,,,1638,22,-22,0,0,5650,75,,0,0.83,0.02,,0,0.93,0.05,,0,4.57,0.01,-0.01,0
TrES-4 b,TrES-4,2,1,Transit,2007,TrES,3.55395,0.000075,-0.000075,0,18.046,2.018,-2.018,0,247.9074,60.3877,-60.3877,0,,,,,1778,22,-22,0,0,6200,75,-75,0,1.66,0.19,-0.19,0,1.08,0.38,-0.38,0,4.06,0.02,-0.02,0
TrES-5 b,TrES-5,1,1,Transit,2011,TrES,1.48224686,0.00000614,-0.00000614,0,13.384,0.168,-0.168,0,568.9157,21.61244,-21.61244,0,,,,,1480,13,-13,0,0,5171,36,-36,0,0.87,0.01,-0.01,0,0.9,0.03,-0.03,0,4.52,0.01,-0.01,0
UKIRT-2017-BLG-001L b,UKIRT-2017-BLG-001L,1,1,Microlensing,2018,Mauna Kea Observatory,,,,,13.7,,,0,407,120,-140,0,,,,,,,,,0,,,,,,,,,0.81,0.21,-0.27,0,,,,
USco CTIO 108 b,USco CTIO 108,1,1,Imaging,2008,Teide Observatory,,,,,12.3,,,0,4449.62,635.66,-2542.64,0,,,,,,,,,0,2700,100,-100,0,0.35,0.01,-0.01,0,0.06,0.02,-0.02,0,4.88,0.01,-0.01,0
USco1556 b,USco1556 A,1,1,Imaging,2019,Multiple Observatories,,,,,12.3,,,0,4767.45,635.66,-635.66,0,,,,,2240,100,-100,0,0,3410,100,-100,0,0.67,0.02,-0.02,0,0.33,0.07,-0.07,0,4.59,0.01,-0.01,0
USco1621 b,USco1621 A,1,1,Imaging,2019,Multiple Observatories,,,,,12.2,,,0,5085.28,635.66,-635.66,0,,,,,2270,90,-90,0,0,3460,100,-100,0,0.71,0.14,-0.18,0,0.36,0.08,-0.08,0,4.25,,,0
UZ For b,UZ For,2,2,Eclipse Timing Variations,2011,Multiple Observatories,5840,1095,-1095,0,,,,,2002.2,476.7,-476.7,-1,,,,,,,,,0,5286.9,1763.1,-307.06,0,,,,,0.7,,,0,,,,
UZ For c,UZ For,2,2,Eclipse Timing Variations,2011,Multiple Observatories,1916.25,91.25,-91.25,0,,,,,2447.2,381.4,-381.4,-1,,,,,,,,,0,5286.9,1763.1,-307.06,0,,,,,0.7,,,0,,,,
V0391 Peg b,V0391 Peg,1,1,Pulsation Timing Variations,2007,Multiple Observatories,1170,44,-44,0,13.1,,,0,1017.056,222.481,-222.481,0,,,,,,,,,0,29300,500,-500,0,0.23,0.03,-0.03,0,0.5,0.05,-0.05,0,5.4,0.1,-0.1,0
V1298 Tau b,V1298 Tau,1,4,Transit,2019,K2,24.1396,0.0018,-0.0018,0,10.27,0.58,-0.53,0,74.9,,,0,35,5,-5,0,677,22,-22,0,0,4970,120,-120,0,1.34,0.06,-0.05,0,1.1,0.05,-0.05,0,4.25,0.03,-0.03,0
V1298 Tau c,V1298 Tau,1,4,Transit,2019,K2,8.24958,0.00072,-0.00072,0,5.59,0.36,-0.32,0,26.7,,,0,146,20,-20,0,968,31,-31,0,0,4962.28,87.77,-45.05,0,1.34,0.06,-0.05,0,1.1,0.05,-0.05,0,4.25,0.03,-0.03,0
V1298 Tau d,V1298 Tau,1,4,Transit,2019,K2,12.4032,0.0015,-0.0015,0,6.41,0.45,-0.4,0,33.6,,,0,85,11,-11,0,845,27,-27,0,0,4962.28,87.77,-45.05,0,1.34,0.06,-0.05,0,1.1,0.05,-0.05,0,4.25,0.03,-0.03,0
V1298 Tau e,V1298 Tau,1,4,Transit,2019,K2,60,60,-18,0,8.74,0.84,-0.72,0,57,,,0,10,6,-6,0,492,66,-104,0,0,4962.28,87.77,-45.05,0,1.34,0.06,-0.05,0,1.1,0.05,-0.05,0,4.25,0.03,-0.03,0
V830 Tau b,V830 Tau,1,1,Radial Velocity,2016,Multiple Observatories,4.927,0.008,-0.008,0,14,,,0,222.481,38.1396,-38.1396,0,,,,,,,,,0,4250,50,-50,0,2,0.2,-0.2,0,1,0.05,-0.05,0,,,,
VHS J125601.92-125723.9 b,VHS J125601.92-125723.9,2,1,Imaging,2015,Paranal Observatory,,,,,12.4,,,0,3559.696,3082.951,-572.094,0,,,,,,,,,0,2620,140,-140,0,,,,,0.07,0.02,-0.01,0,5.05,0.1,-0.1,0
WASP-1 b,WASP-1,2,1,Transit,2007,SuperWASP,2.5199454,0.0000005,-0.0000005,0,16.623,0.269,-0.381,0,271.415,18.116,-16.526,0,,,,,1812,14,-14,0,0,6110,50,-50,0,1.47,0.02,-0.03,0,1.24,0.05,-0.07,0,4.21,0.04,-0.03,0
